学号	姓名	学院	地区
131230159	AiERKrb2	其他学院	5区
121220159	AiERKra3	其他学院	13区
131220159	AiERKrb3	其他学院	1区
121210159	AiERKra4	其他学院	6区
131210159	AiERKrb4	其他学院	10区
121200159	AiERKra5	其他学院	6区
131200159	AiERKrb5	其他学院	11区
121190159	AiERKra6	其他学院	9区
131190159	AiERKrb6	其他学院	9区
121180159	AiERKra7	其他学院	9区
131180159	AiERKrb7	其他学院	12区
121170159	AiERKra8	其他学院	6区
131170159	AiERKrb8	其他学院	2区
121160159	AiERKra9	其他学院	4区
131160159	AiERKrb9	其他学院	12区
121150159	AiERKra10	其他学院	9区
131150159	AiERKrb10	其他学院	8区
121140159	AiERKra11	其他学院	8区
131140159	AiERKrb11	其他学院	1区
121130159	AiERKra12	其他学院	8区
131130159	AiERKrb12	其他学院	6区
121120159	AiERKra13	其他学院	8区
131120159	AiERKrb13	其他学院	5区
121110159	AiERKra14	其他学院	7区
131110159	AiERKrb14	其他学院	10区
121100159	AiERKra15	其他学院	8区
131100159	AiERKrb15	其他学院	4区
121090159	AiERKra16	其他学院	7区
131090159	AiERKrb16	其他学院	3区
121080159	AiERKra17	其他学院	11区
131080159	AiERKrb17	其他学院	3区
121070159	AiERKra18	其他学院	1区
131070159	AiERKrb18	其他学院	3区
121060159	AiERKra19	其他学院	7区
131060159	AiERKrb19	其他学院	11区
121050159	AiERKra20	其他学院	3区
131050159	AiERKrb20	其他学院	1区
121040159	AiERKra21	其他学院	7区
131040159	AiERKrb21	其他学院	11区
121030159	AiERKra22	其他学院	10区
131030159	AiERKrb22	其他学院	1区
121020159	AiERKra23	其他学院	8区
131020159	AiERKrb23	其他学院	4区
121010159	AiERKra24	其他学院	2区
131010159	AiERKrb24	其他学院	1区
121250160	mSNDVya	软件学院	9区
131250160	mSNDVyb	软件学院	12区
121240160	mSNDVya1	其他学院	7区
131240160	mSNDVyb1	其他学院	6区
121230160	mSNDVya2	其他学院	12区
131230160	mSNDVyb2	其他学院	5区
121220160	mSNDVya3	其他学院	5区
131220160	mSNDVyb3	其他学院	12区
121210160	mSNDVya4	其他学院	3区
131210160	mSNDVyb4	其他学院	5区
121200160	mSNDVya5	其他学院	6区
131200160	mSNDVyb5	其他学院	10区
121190160	mSNDVya6	其他学院	9区
131190160	mSNDVyb6	其他学院	1区
121180160	mSNDVya7	其他学院	12区
131180160	mSNDVyb7	其他学院	7区
121170160	mSNDVya8	其他学院	8区
131170160	mSNDVyb8	其他学院	1区
121160160	mSNDVya9	其他学院	11区
131160160	mSNDVyb9	其他学院	11区
121150160	mSNDVya10	其他学院	5区
131150160	mSNDVyb10	其他学院	5区
121140160	mSNDVya11	其他学院	4区
131140160	mSNDVyb11	其他学院	7区
121130160	mSNDVya12	其他学院	2区
131130160	mSNDVyb12	其他学院	5区
121120160	mSNDVya13	其他学院	4区
131120160	mSNDVyb13	其他学院	3区
121110160	mSNDVya14	其他学院	13区
131110160	mSNDVyb14	其他学院	4区
121100160	mSNDVya15	其他学院	9区
131100160	mSNDVyb15	其他学院	5区
121090160	mSNDVya16	其他学院	12区
131090160	mSNDVyb16	其他学院	4区
121080160	mSNDVya17	其他学院	7区
131080160	mSNDVyb17	其他学院	13区
121070160	mSNDVya18	其他学院	8区
131070160	mSNDVyb18	其他学院	8区
121060160	mSNDVya19	其他学院	9区
131060160	mSNDVyb19	其他学院	3区
121050160	mSNDVya20	其他学院	7区
131050160	mSNDVyb20	其他学院	3区
121040160	mSNDVya21	其他学院	8区
131040160	mSNDVyb21	其他学院	9区
121030160	mSNDVya22	其他学院	13区
131030160	mSNDVyb22	其他学院	12区
121020160	mSNDVya23	其他学院	12区
131020160	mSNDVyb23	其他学院	10区
121010160	mSNDVya24	其他学院	2区
131010160	mSNDVyb24	其他学院	11区
121250161	iUFLVma	软件学院	12区
131250161	iUFLVmb	软件学院	6区
121240161	iUFLVma1	其他学院	12区
131240161	iUFLVmb1	其他学院	7区
121230161	iUFLVma2	其他学院	12区
131230161	iUFLVmb2	其他学院	4区
121220161	iUFLVma3	其他学院	8区
131220161	iUFLVmb3	其他学院	1区
121210161	iUFLVma4	其他学院	12区
131210161	iUFLVmb4	其他学院	4区
121200161	iUFLVma5	其他学院	3区
131200161	iUFLVmb5	其他学院	11区
121190161	iUFLVma6	其他学院	11区
131190161	iUFLVmb6	其他学院	1区
121180161	iUFLVma7	其他学院	8区
131180161	iUFLVmb7	其他学院	6区
121170161	iUFLVma8	其他学院	9区
131170161	iUFLVmb8	其他学院	11区
121160161	iUFLVma9	其他学院	10区
131160161	iUFLVmb9	其他学院	1区
121150161	iUFLVma10	其他学院	11区
131150161	iUFLVmb10	其他学院	6区
121140161	iUFLVma11	其他学院	11区
131140161	iUFLVmb11	其他学院	5区
121130161	iUFLVma12	其他学院	3区
131130161	iUFLVmb12	其他学院	4区
121120161	iUFLVma13	其他学院	10区
131120161	iUFLVmb13	其他学院	5区
121110161	iUFLVma14	其他学院	5区
131110161	iUFLVmb14	其他学院	13区
121100161	iUFLVma15	其他学院	4区
131100161	iUFLVmb15	其他学院	7区
121090161	iUFLVma16	其他学院	8区
131090161	iUFLVmb16	其他学院	6区
121080161	iUFLVma17	其他学院	11区
131080161	iUFLVmb17	其他学院	1区
121070161	iUFLVma18	其他学院	7区
131070161	iUFLVmb18	其他学院	8区
121060161	iUFLVma19	其他学院	11区
131060161	iUFLVmb19	其他学院	11区
121050161	iUFLVma20	其他学院	4区
131050161	iUFLVmb20	其他学院	7区
121040161	iUFLVma21	其他学院	1区
131040161	iUFLVmb21	其他学院	10区
121030161	iUFLVma22	其他学院	1区
131030161	iUFLVmb22	其他学院	6区
121020161	iUFLVma23	其他学院	2区
131020161	iUFLVmb23	其他学院	10区
121010161	iUFLVma24	其他学院	8区
131010161	iUFLVmb24	其他学院	1区
121250162	kFggtPa	软件学院	1区
131250162	kFggtPb	软件学院	8区
121240162	kFggtPa1	其他学院	7区
131240162	kFggtPb1	其他学院	9区
121230162	kFggtPa2	其他学院	3区
131230162	kFggtPb2	其他学院	3区
121220162	kFggtPa3	其他学院	1区
131220162	kFggtPb3	其他学院	4区
121210162	kFggtPa4	其他学院	13区
131210162	kFggtPb4	其他学院	11区
121200162	kFggtPa5	其他学院	9区
131200162	kFggtPb5	其他学院	4区
121190162	kFggtPa6	其他学院	5区
131190162	kFggtPb6	其他学院	12区
121180162	kFggtPa7	其他学院	7区
131180162	kFggtPb7	其他学院	9区
121170162	kFggtPa8	其他学院	4区
131170162	kFggtPb8	其他学院	9区
121160162	kFggtPa9	其他学院	9区
131160162	kFggtPb9	其他学院	6区
121150162	kFggtPa10	其他学院	4区
131150162	kFggtPb10	其他学院	6区
121140162	kFggtPa11	其他学院	8区
131140162	kFggtPb11	其他学院	1区
121130162	kFggtPa12	其他学院	11区
131130162	kFggtPb12	其他学院	10区
121120162	kFggtPa13	其他学院	6区
131120162	kFggtPb13	其他学院	5区
121110162	kFggtPa14	其他学院	11区
131110162	kFggtPb14	其他学院	8区
121100162	kFggtPa15	其他学院	10区
131100162	kFggtPb15	其他学院	4区
121090162	kFggtPa16	其他学院	11区
131090162	kFggtPb16	其他学院	12区
121080162	kFggtPa17	其他学院	8区
131080162	kFggtPb17	其他学院	9区
121070162	kFggtPa18	其他学院	2区
131070162	kFggtPb18	其他学院	10区
121060162	kFggtPa19	其他学院	13区
131060162	kFggtPb19	其他学院	11区
121050162	kFggtPa20	其他学院	13区
131050162	kFggtPb20	其他学院	5区
121040162	kFggtPa21	其他学院	4区
131040162	kFggtPb21	其他学院	12区
121030162	kFggtPa22	其他学院	11区
131030162	kFggtPb22	其他学院	4区
121020162	kFggtPa23	其他学院	7区
131020162	kFggtPb23	其他学院	11区
121010162	kFggtPa24	其他学院	9区
131010162	kFggtPb24	其他学院	9区
121250163	WYuTxma	软件学院	4区
131250163	WYuTxmb	软件学院	12区
121240163	WYuTxma1	其他学院	5区
131240163	WYuTxmb1	其他学院	9区
121230163	WYuTxma2	其他学院	9区
131230163	WYuTxmb2	其他学院	6区
121220163	WYuTxma3	其他学院	3区
131220163	WYuTxmb3	其他学院	7区
121210163	WYuTxma4	其他学院	4区
131210163	WYuTxmb4	其他学院	2区
121200163	WYuTxma5	其他学院	11区
131200163	WYuTxmb5	其他学院	13区
121190163	WYuTxma6	其他学院	6区
131190163	WYuTxmb6	其他学院	8区
121180163	WYuTxma7	其他学院	1区
131180163	WYuTxmb7	其他学院	6区
121170163	WYuTxma8	其他学院	13区
131170163	WYuTxmb8	其他学院	9区
121160163	WYuTxma9	其他学院	3区
131160163	WYuTxmb9	其他学院	5区
121150163	WYuTxma10	其他学院	10区
131150163	WYuTxmb10	其他学院	10区
121140163	WYuTxma11	其他学院	5区
131140163	WYuTxmb11	其他学院	12区
121130163	WYuTxma12	其他学院	12区
131130163	WYuTxmb12	其他学院	9区
121120163	WYuTxma13	其他学院	8区
131120163	WYuTxmb13	其他学院	4区
121110163	WYuTxma14	其他学院	9区
131110163	WYuTxmb14	其他学院	2区
121100163	WYuTxma15	其他学院	7区
131100163	WYuTxmb15	其他学院	6区
121090163	WYuTxma16	其他学院	13区
131090163	WYuTxmb16	其他学院	7区
121080163	WYuTxma17	其他学院	11区
131080163	WYuTxmb17	其他学院	2区
121070163	WYuTxma18	其他学院	6区
131070163	WYuTxmb18	其他学院	11区
121060163	WYuTxma19	其他学院	5区
131060163	WYuTxmb19	其他学院	8区
121050163	WYuTxma20	其他学院	6区
131050163	WYuTxmb20	其他学院	5区
121040163	WYuTxma21	其他学院	2区
131040163	WYuTxmb21	其他学院	10区
121030163	WYuTxma22	其他学院	3区
131030163	WYuTxmb22	其他学院	7区
121020163	WYuTxma23	其他学院	8区
131020163	WYuTxmb23	其他学院	4区
121010163	WYuTxma24	其他学院	11区
131010163	WYuTxmb24	其他学院	11区
121250164	rIinBIa	软件学院	6区
131250164	rIinBIb	软件学院	3区
121240164	rIinBIa1	其他学院	11区
131240164	rIinBIb1	其他学院	13区
121230164	rIinBIa2	其他学院	12区
131230164	rIinBIb2	其他学院	6区
121220164	rIinBIa3	其他学院	2区
131220164	rIinBIb3	其他学院	7区
121210164	rIinBIa4	其他学院	8区
131210164	rIinBIb4	其他学院	6区
121200164	rIinBIa5	其他学院	8区
131200164	rIinBIb5	其他学院	3区
121190164	rIinBIa6	其他学院	9区
131190164	rIinBIb6	其他学院	12区
121180164	rIinBIa7	其他学院	6区
131180164	rIinBIb7	其他学院	4区
121170164	rIinBIa8	其他学院	10区
131170164	rIinBIb8	其他学院	1区
121160164	rIinBIa9	其他学院	5区
131160164	rIinBIb9	其他学院	8区
121150164	rIinBIa10	其他学院	11区
131150164	rIinBIb10	其他学院	12区
121140164	rIinBIa11	其他学院	11区
131140164	rIinBIb11	其他学院	1区
121130164	rIinBIa12	其他学院	12区
131130164	rIinBIb12	其他学院	7区
121120164	rIinBIa13	其他学院	1区
131120164	rIinBIb13	其他学院	5区
121110164	rIinBIa14	其他学院	10区
131110164	rIinBIb14	其他学院	4区
121100164	rIinBIa15	其他学院	13区
131100164	rIinBIb15	其他学院	6区
121090164	rIinBIa16	其他学院	5区
131090164	rIinBIb16	其他学院	10区
121080164	rIinBIa17	其他学院	11区
131080164	rIinBIb17	其他学院	6区
121070164	rIinBIa18	其他学院	7区
131070164	rIinBIb18	其他学院	12区
121060164	rIinBIa19	其他学院	7区
131060164	rIinBIb19	其他学院	1区
121050164	rIinBIa20	其他学院	2区
131050164	rIinBIb20	其他学院	5区
121040164	rIinBIa21	其他学院	4区
131040164	rIinBIb21	其他学院	10区
121030164	rIinBIa22	其他学院	1区
131030164	rIinBIb22	其他学院	2区
121020164	rIinBIa23	其他学院	13区
131020164	rIinBIb23	其他学院	4区
121010164	rIinBIa24	其他学院	1区
131010164	rIinBIb24	其他学院	11区
121250165	UIBRbLa	软件学院	4区
131250165	UIBRbLb	软件学院	3区
121240165	UIBRbLa1	其他学院	2区
131240165	UIBRbLb1	其他学院	8区
121230165	UIBRbLa2	其他学院	10区
131230165	UIBRbLb2	其他学院	11区
121220165	UIBRbLa3	其他学院	9区
131220165	UIBRbLb3	其他学院	6区
121210165	UIBRbLa4	其他学院	5区
131210165	UIBRbLb4	其他学院	12区
121200165	UIBRbLa5	其他学院	5区
131200165	UIBRbLb5	其他学院	1区
121190165	UIBRbLa6	其他学院	12区
131190165	UIBRbLb6	其他学院	7区
121180165	UIBRbLa7	其他学院	13区
131180165	UIBRbLb7	其他学院	5区
121170165	UIBRbLa8	其他学院	1区
131170165	UIBRbLb8	其他学院	13区
121160165	UIBRbLa9	其他学院	12区
131160165	UIBRbLb9	其他学院	10区
121150165	UIBRbLa10	其他学院	11区
131150165	UIBRbLb10	其他学院	11区
121140165	UIBRbLa11	其他学院	9区
131140165	UIBRbLb11	其他学院	11区
121130165	UIBRbLa12	其他学院	7区
131130165	UIBRbLb12	其他学院	5区
121120165	UIBRbLa13	其他学院	8区
131120165	UIBRbLb13	其他学院	5区
121110165	UIBRbLa14	其他学院	11区
131110165	UIBRbLb14	其他学院	3区
121100165	UIBRbLa15	其他学院	8区
131100165	UIBRbLb15	其他学院	1区
121090165	UIBRbLa16	其他学院	6区
131090165	UIBRbLb16	其他学院	9区
121080165	UIBRbLa17	其他学院	8区
131080165	UIBRbLb17	其他学院	2区
121070165	UIBRbLa18	其他学院	13区
131070165	UIBRbLb18	其他学院	9区
121060165	UIBRbLa19	其他学院	12区
131060165	UIBRbLb19	其他学院	11区
121050165	UIBRbLa20	其他学院	10区
131050165	UIBRbLb20	其他学院	10区
121040165	UIBRbLa21	其他学院	9区
131040165	UIBRbLb21	其他学院	12区
121030165	UIBRbLa22	其他学院	3区
131030165	UIBRbLb22	其他学院	9区
121020165	UIBRbLa23	其他学院	11区
131020165	UIBRbLb23	其他学院	12区
121010165	UIBRbLa24	其他学院	3区
131010165	UIBRbLb24	其他学院	3区
121250166	dDldoXa	软件学院	13区
131250166	dDldoXb	软件学院	8区
121240166	dDldoXa1	其他学院	9区
131240166	dDldoXb1	其他学院	8区
121230166	dDldoXa2	其他学院	5区
131230166	dDldoXb2	其他学院	2区
121220166	dDldoXa3	其他学院	10区
131220166	dDldoXb3	其他学院	11区
121210166	dDldoXa4	其他学院	3区
131210166	dDldoXb4	其他学院	8区
121200166	dDldoXa5	其他学院	12区
131200166	dDldoXb5	其他学院	6区
121190166	dDldoXa6	其他学院	3区
131190166	dDldoXb6	其他学院	2区
121180166	dDldoXa7	其他学院	6区
131180166	dDldoXb7	其他学院	6区
121170166	dDldoXa8	其他学院	13区
131170166	dDldoXb8	其他学院	11区
121160166	dDldoXa9	其他学院	6区
131160166	dDldoXb9	其他学院	5区
121150166	dDldoXa10	其他学院	1区
131150166	dDldoXb10	其他学院	5区
121140166	dDldoXa11	其他学院	7区
131140166	dDldoXb11	其他学院	10区
121130166	dDldoXa12	其他学院	5区
131130166	dDldoXb12	其他学院	7区
121120166	dDldoXa13	其他学院	6区
131120166	dDldoXb13	其他学院	6区
121110166	dDldoXa14	其他学院	2区
131110166	dDldoXb14	其他学院	13区
121100166	dDldoXa15	其他学院	6区
131100166	dDldoXb15	其他学院	3区
121090166	dDldoXa16	其他学院	2区
131090166	dDldoXb16	其他学院	1区
121080166	dDldoXa17	其他学院	6区
131080166	dDldoXb17	其他学院	2区
121070166	dDldoXa18	其他学院	13区
131070166	dDldoXb18	其他学院	8区
121060166	dDldoXa19	其他学院	3区
131060166	dDldoXb19	其他学院	9区
121050166	dDldoXa20	其他学院	7区
131050166	dDldoXb20	其他学院	9区
121040166	dDldoXa21	其他学院	7区
131040166	dDldoXb21	其他学院	2区
121030166	dDldoXa22	其他学院	11区
131030166	dDldoXb22	其他学院	5区
121020166	dDldoXa23	其他学院	10区
131020166	dDldoXb23	其他学院	6区
121010166	dDldoXa24	其他学院	2区
131010166	dDldoXb24	其他学院	2区
121250167	oFZuoHa	软件学院	13区
131250167	oFZuoHb	软件学院	1区
121240167	oFZuoHa1	其他学院	3区
131240167	oFZuoHb1	其他学院	11区
121230167	oFZuoHa2	其他学院	8区
131230167	oFZuoHb2	其他学院	12区
121220167	oFZuoHa3	其他学院	13区
131220167	oFZuoHb3	其他学院	2区
121210167	oFZuoHa4	其他学院	12区
131210167	oFZuoHb4	其他学院	9区
121200167	oFZuoHa5	其他学院	8区
131200167	oFZuoHb5	其他学院	8区
121190167	oFZuoHa6	其他学院	12区
131190167	oFZuoHb6	其他学院	9区
121180167	oFZuoHa7	其他学院	2区
131180167	oFZuoHb7	其他学院	2区
121170167	oFZuoHa8	其他学院	12区
131170167	oFZuoHb8	其他学院	12区
121160167	oFZuoHa9	其他学院	9区
131160167	oFZuoHb9	其他学院	2区
121150167	oFZuoHa10	其他学院	9区
131150167	oFZuoHb10	其他学院	13区
121140167	oFZuoHa11	其他学院	1区
131140167	oFZuoHb11	其他学院	8区
121130167	oFZuoHa12	其他学院	1区
131130167	oFZuoHb12	其他学院	6区
121120167	oFZuoHa13	其他学院	8区
131120167	oFZuoHb13	其他学院	5区
121110167	oFZuoHa14	其他学院	9区
131110167	oFZuoHb14	其他学院	4区
121100167	oFZuoHa15	其他学院	2区
131100167	oFZuoHb15	其他学院	12区
121090167	oFZuoHa16	其他学院	2区
131090167	oFZuoHb16	其他学院	5区
121080167	oFZuoHa17	其他学院	9区
131080167	oFZuoHb17	其他学院	7区
121070167	oFZuoHa18	其他学院	10区
131070167	oFZuoHb18	其他学院	4区
121060167	oFZuoHa19	其他学院	10区
131060167	oFZuoHb19	其他学院	4区
121050167	oFZuoHa20	其他学院	9区
131050167	oFZuoHb20	其他学院	8区
121040167	oFZuoHa21	其他学院	9区
131040167	oFZuoHb21	其他学院	12区
121030167	oFZuoHa22	其他学院	5区
131030167	oFZuoHb22	其他学院	5区
121020167	oFZuoHa23	其他学院	8区
131020167	oFZuoHb23	其他学院	9区
121010167	oFZuoHa24	其他学院	2区
131010167	oFZuoHb24	其他学院	12区
121250168	WkbDmTa	软件学院	13区
131250168	WkbDmTb	软件学院	11区
121240168	WkbDmTa1	其他学院	7区
131240168	WkbDmTb1	其他学院	12区
121230168	WkbDmTa2	其他学院	7区
131230168	WkbDmTb2	其他学院	7区
121220168	WkbDmTa3	其他学院	9区
131220168	WkbDmTb3	其他学院	12区
121210168	WkbDmTa4	其他学院	10区
131210168	WkbDmTb4	其他学院	10区
121200168	WkbDmTa5	其他学院	13区
131200168	WkbDmTb5	其他学院	10区
121190168	WkbDmTa6	其他学院	5区
131190168	WkbDmTb6	其他学院	6区
121180168	WkbDmTa7	其他学院	11区
131180168	WkbDmTb7	其他学院	11区
121170168	WkbDmTa8	其他学院	5区
131170168	WkbDmTb8	其他学院	5区
121160168	WkbDmTa9	其他学院	6区
131160168	WkbDmTb9	其他学院	12区
121150168	WkbDmTa10	其他学院	5区
131150168	WkbDmTb10	其他学院	4区
121140168	WkbDmTa11	其他学院	13区
131140168	WkbDmTb11	其他学院	5区
121130168	WkbDmTa12	其他学院	13区
131130168	WkbDmTb12	其他学院	9区
121120168	WkbDmTa13	其他学院	2区
131120168	WkbDmTb13	其他学院	6区
121110168	WkbDmTa14	其他学院	3区
131110168	WkbDmTb14	其他学院	2区
121100168	WkbDmTa15	其他学院	1区
131100168	WkbDmTb15	其他学院	2区
121090168	WkbDmTa16	其他学院	7区
131090168	WkbDmTb16	其他学院	5区
121080168	WkbDmTa17	其他学院	4区
131080168	WkbDmTb17	其他学院	7区
121070168	WkbDmTa18	其他学院	12区
131070168	WkbDmTb18	其他学院	5区
121060168	WkbDmTa19	其他学院	7区
131060168	WkbDmTb19	其他学院	6区
121050168	WkbDmTa20	其他学院	12区
131050168	WkbDmTb20	其他学院	13区
121040168	WkbDmTa21	其他学院	10区
131040168	WkbDmTb21	其他学院	4区
121030168	WkbDmTa22	其他学院	13区
131030168	WkbDmTb22	其他学院	6区
121020168	WkbDmTa23	其他学院	13区
131020168	WkbDmTb23	其他学院	9区
121010168	WkbDmTa24	其他学院	3区
131010168	WkbDmTb24	其他学院	5区
121250169	dFKCwsa	软件学院	1区
131250169	dFKCwsb	软件学院	12区
121240169	dFKCwsa1	其他学院	13区
131240169	dFKCwsb1	其他学院	8区
121230169	dFKCwsa2	其他学院	11区
131230169	dFKCwsb2	其他学院	11区
121220169	dFKCwsa3	其他学院	7区
131220169	dFKCwsb3	其他学院	8区
121210169	dFKCwsa4	其他学院	12区
131210169	dFKCwsb4	其他学院	8区
121200169	dFKCwsa5	其他学院	11区
131200169	dFKCwsb5	其他学院	12区
121190169	dFKCwsa6	其他学院	13区
131190169	dFKCwsb6	其他学院	6区
121180169	dFKCwsa7	其他学院	9区
131180169	dFKCwsb7	其他学院	11区
121170169	dFKCwsa8	其他学院	7区
131170169	dFKCwsb8	其他学院	12区
121160169	dFKCwsa9	其他学院	3区
131160169	dFKCwsb9	其他学院	6区
121150169	dFKCwsa10	其他学院	10区
131150169	dFKCwsb10	其他学院	3区
121140169	dFKCwsa11	其他学院	3区
131140169	dFKCwsb11	其他学院	13区
121130169	dFKCwsa12	其他学院	1区
131130169	dFKCwsb12	其他学院	7区
121120169	dFKCwsa13	其他学院	2区
131120169	dFKCwsb13	其他学院	13区
121110169	dFKCwsa14	其他学院	5区
131110169	dFKCwsb14	其他学院	3区
121100169	dFKCwsa15	其他学院	8区
131100169	dFKCwsb15	其他学院	2区
121090169	dFKCwsa16	其他学院	9区
131090169	dFKCwsb16	其他学院	8区
121080169	dFKCwsa17	其他学院	7区
131080169	dFKCwsb17	其他学院	3区
121070169	dFKCwsa18	其他学院	1区
131070169	dFKCwsb18	其他学院	12区
121060169	dFKCwsa19	其他学院	1区
131060169	dFKCwsb19	其他学院	13区
121050169	dFKCwsa20	其他学院	2区
131050169	dFKCwsb20	其他学院	13区
121040169	dFKCwsa21	其他学院	1区
131040169	dFKCwsb21	其他学院	5区
121030169	dFKCwsa22	其他学院	4区
131030169	dFKCwsb22	其他学院	1区
121020169	dFKCwsa23	其他学院	10区
131020169	dFKCwsb23	其他学院	13区
121010169	dFKCwsa24	其他学院	9区
131010169	dFKCwsb24	其他学院	2区
121250170	BKAowUa	软件学院	12区
131250170	BKAowUb	软件学院	3区
121240170	BKAowUa1	其他学院	12区
131240170	BKAowUb1	其他学院	7区
121230170	BKAowUa2	其他学院	11区
131230170	BKAowUb2	其他学院	12区
121220170	BKAowUa3	其他学院	3区
131220170	BKAowUb3	其他学院	8区
121210170	BKAowUa4	其他学院	11区
131210170	BKAowUb4	其他学院	2区
121200170	BKAowUa5	其他学院	7区
131200170	BKAowUb5	其他学院	2区
121190170	BKAowUa6	其他学院	3区
131190170	BKAowUb6	其他学院	6区
121180170	BKAowUa7	其他学院	11区
131180170	BKAowUb7	其他学院	13区
121170170	BKAowUa8	其他学院	8区
131170170	BKAowUb8	其他学院	7区
121160170	BKAowUa9	其他学院	11区
131160170	BKAowUb9	其他学院	2区
121150170	BKAowUa10	其他学院	4区
131150170	BKAowUb10	其他学院	2区
121140170	BKAowUa11	其他学院	7区
131140170	BKAowUb11	其他学院	7区
121130170	BKAowUa12	其他学院	3区
131130170	BKAowUb12	其他学院	4区
121120170	BKAowUa13	其他学院	7区
131120170	BKAowUb13	其他学院	2区
121110170	BKAowUa14	其他学院	13区
131110170	BKAowUb14	其他学院	6区
121100170	BKAowUa15	其他学院	13区
131100170	BKAowUb15	其他学院	4区
121090170	BKAowUa16	其他学院	11区
131090170	BKAowUb16	其他学院	5区
121080170	BKAowUa17	其他学院	6区
131080170	BKAowUb17	其他学院	3区
121070170	BKAowUa18	其他学院	2区
131070170	BKAowUb18	其他学院	1区
121060170	BKAowUa19	其他学院	12区
131060170	BKAowUb19	其他学院	4区
121050170	BKAowUa20	其他学院	5区
131050170	BKAowUb20	其他学院	9区
121040170	BKAowUa21	其他学院	2区
131040170	BKAowUb21	其他学院	3区
121030170	BKAowUa22	其他学院	9区
131030170	BKAowUb22	其他学院	12区
121020170	BKAowUa23	其他学院	8区
131020170	BKAowUb23	其他学院	7区
121010170	BKAowUa24	其他学院	5区
131010170	BKAowUb24	其他学院	9区
121250171	bCBqFJa	软件学院	10区
131250171	bCBqFJb	软件学院	7区
121240171	bCBqFJa1	其他学院	4区
131240171	bCBqFJb1	其他学院	3区
121230171	bCBqFJa2	其他学院	12区
131230171	bCBqFJb2	其他学院	5区
121220171	bCBqFJa3	其他学院	8区
131220171	bCBqFJb3	其他学院	13区
121210171	bCBqFJa4	其他学院	8区
131210171	bCBqFJb4	其他学院	2区
121200171	bCBqFJa5	其他学院	12区
131200171	bCBqFJb5	其他学院	13区
121190171	bCBqFJa6	其他学院	10区
131190171	bCBqFJb6	其他学院	10区
121180171	bCBqFJa7	其他学院	11区
131180171	bCBqFJb7	其他学院	9区
121170171	bCBqFJa8	其他学院	2区
131170171	bCBqFJb8	其他学院	5区
121160171	bCBqFJa9	其他学院	1区
131160171	bCBqFJb9	其他学院	4区
121150171	bCBqFJa10	其他学院	3区
131150171	bCBqFJb10	其他学院	1区
121140171	bCBqFJa11	其他学院	13区
131140171	bCBqFJb11	其他学院	11区
121130171	bCBqFJa12	其他学院	11区
131130171	bCBqFJb12	其他学院	11区
121120171	bCBqFJa13	其他学院	4区
131120171	bCBqFJb13	其他学院	1区
121110171	bCBqFJa14	其他学院	8区
131110171	bCBqFJb14	其他学院	7区
121100171	bCBqFJa15	其他学院	12区
131100171	bCBqFJb15	其他学院	12区
121090171	bCBqFJa16	其他学院	11区
131090171	bCBqFJb16	其他学院	8区
121080171	bCBqFJa17	其他学院	5区
131080171	bCBqFJb17	其他学院	1区
121070171	bCBqFJa18	其他学院	7区
131070171	bCBqFJb18	其他学院	3区
121060171	bCBqFJa19	其他学院	4区
131060171	bCBqFJb19	其他学院	4区
121050171	bCBqFJa20	其他学院	5区
131050171	bCBqFJb20	其他学院	1区
121040171	bCBqFJa21	其他学院	3区
131040171	bCBqFJb21	其他学院	5区
121030171	bCBqFJa22	其他学院	12区
131030171	bCBqFJb22	其他学院	9区
121020171	bCBqFJa23	其他学院	3区
131020171	bCBqFJb23	其他学院	8区
121010171	bCBqFJa24	其他学院	11区
131010171	bCBqFJb24	其他学院	5区
121250172	twGcdTa	软件学院	3区
131250172	twGcdTb	软件学院	7区
121240172	twGcdTa1	其他学院	11区
131240172	twGcdTb1	其他学院	2区
121230172	twGcdTa2	其他学院	5区
131230172	twGcdTb2	其他学院	11区
121220172	twGcdTa3	其他学院	3区
131220172	twGcdTb3	其他学院	1区
121210172	twGcdTa4	其他学院	8区
131210172	twGcdTb4	其他学院	5区
121200172	twGcdTa5	其他学院	5区
131200172	twGcdTb5	其他学院	13区
121190172	twGcdTa6	其他学院	10区
131190172	twGcdTb6	其他学院	6区
121180172	twGcdTa7	其他学院	2区
131180172	twGcdTb7	其他学院	4区
121170172	twGcdTa8	其他学院	11区
131170172	twGcdTb8	其他学院	9区
121160172	twGcdTa9	其他学院	12区
131160172	twGcdTb9	其他学院	7区
121150172	twGcdTa10	其他学院	2区
131150172	twGcdTb10	其他学院	3区
121140172	twGcdTa11	其他学院	7区
131140172	twGcdTb11	其他学院	9区
121130172	twGcdTa12	其他学院	2区
131130172	twGcdTb12	其他学院	5区
121120172	twGcdTa13	其他学院	7区
131120172	twGcdTb13	其他学院	11区
121110172	twGcdTa14	其他学院	4区
131110172	twGcdTb14	其他学院	5区
121100172	twGcdTa15	其他学院	9区
131100172	twGcdTb15	其他学院	9区
121090172	twGcdTa16	其他学院	6区
131090172	twGcdTb16	其他学院	13区
121080172	twGcdTa17	其他学院	1区
131080172	twGcdTb17	其他学院	7区
121070172	twGcdTa18	其他学院	4区
131070172	twGcdTb18	其他学院	3区
121060172	twGcdTa19	其他学院	9区
131060172	twGcdTb19	其他学院	9区
